what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444966996656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444966999354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967052179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967052333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1444967068300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967080739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967086619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967089735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967091884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967123798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967134615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967139523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967165263
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1444967177658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967184074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1444967185537
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1444967187649
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1444967189292
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1444967190225
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1444967191374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1444967194332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967195420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967197364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1444967201299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967212503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1444967234061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1444967234491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1444967234830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967236339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1444967243086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967244930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967252083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967253171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967253931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967256385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967257691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967265289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967267635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967269252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1444967292006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967296853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1444967313697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1444967315259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444967315925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967325807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967326984
error,log,,,"Could not create tab content because could not find view with id -1",1444967338573
error,log,,,"Could not create tab content because could not find view with id -1",1444967338579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967351931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967353259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967354076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967375611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967375947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444967449972
