what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1444716489538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1444716491397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444716492310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444716511501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716515430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716517349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716518630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716523213
activated,view,com.android.ide.eclipse.ddms,23.0.4.1468518,"com.android.ide.eclipse.ddms.views.LogCatView",1444716526214
activated,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1444716527114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716538133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716539352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716580942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716585021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444716609789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1444716619592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1444716621859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716632582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716639955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716641054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716642345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716643061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716645741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716646758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716650242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716652077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716653291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716653669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716655674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716657693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716662036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716663869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716667083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444716668246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444717091245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444717092494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444718841751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719453883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719454020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719454154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719458512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719689617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719701751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719705830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719768717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719770104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444719836961
